Calle,Codigo,Colonia,Municipio_Delegacion,Ciudad,Estado,Latitud,Longitud,Clientes
Avenida Benito Juarez,79161,Veinte De Noviembre,Ebano,Ebano,San Luis Potosí,22.21031066,-98.37876879,2146
Prolongacion De Av Usumacinta Local Interior C6-C7,86035,Paseos Del Usumacinta,Centro,Villahermosa,Tabasco,18.00462905,-92.96199098,2569
Ave. Constituyente Francisco Mujica,80190,Aquiles Serdan,Culiacan,Culiacan,Sinaloa,24.77049027,-107.4128312,957
Manuel Estrada Cul,80240,Guadalupe Victoria,Culiacan,Culiacan,Sinaloa,24.79324943,-107.3586119,897
Blvd.Central Esq.Prol.Alvaro Obregon,81000,Guasave Centro,Guasave,Guasave,Sinaloa,25.55789987,-108.4676579,858
El Olmo,91194,El Olmo,Xalapa,Xalapa Enriquez,Veracruz de Ignacio de la Llave,19.50935234,-96.86667617,2505
Av. Rafael Cuervo,91800,Astilleros De Veracruz,Veracruz,Veracruz,Veracruz de Ignacio de la Llave,19.21497665,-96.18281648,2726
Blvd. Zacarias Ochoa,81228,Macapule Infonavit,Ahome,Los Mochis,Sinaloa,25.82351384,-108.9856747,950
Av. Ignacio Zaragoza,96400,Coatzacoalcos Centro,Coatzacoalcos,Coatzacoalcos,Veracruz de Ignacio de la Llave,18.13702277,-94.43431272,2674
67,97000,Merida Centro,Merida,Merida,Yucatán,20.96329805,-89.62264686,2120
Simon Sarlat,86191,Centro Sct Tabasco,Centro,Villahermosa,Tabasco,17.99130882,-92.9206113,2553
Constitucion,86191,Centro Sct Tabasco,Centro,Villahermosa,Tabasco,17.99500459,-92.91415124,2663
Avenida 21 De Marzo,80270,Diez De Mayo,Culiacan,Culiacan,Sinaloa,24.78284891,-107.3786621,895
Mazatlan,88120,Buenavista,Nuevo Laredo,Nuevo Laredo,Tamaulipas,27.49469832,-99.55838514,893
Avenida Sonora Y Calle Lamberto Hernandez,83640,Industrial,Caborca,Caborca,Sonora,30.71540504,-112.1792362,679
Lago De Plata Y Lago Antares,84063,Jardines Del Bosque,Nogales,Nogales,Sonora,31.28612831,-110.972217,654
Iglesias Calderon,88284,Francisco Villa,Nuevo Laredo,Nuevo Laredo,Tamaulipas,27.46152125,-99.55476481,891
Carr. A Villa De Reyes,79524,Pardo,Villa De Reyes,Villa De Reyes,San Luis Potosí,21.88605966,-100.8859222,2070
400,85096,Villafontana,Cajeme,Ciudad Obregon,Sonora,27.44572126,-109.9289812,677
200,85202,Tepeyac,Cajeme,Cajeme,Sonora,27.48283501,-109.9679661,628
Blvd. José Limón,80020,Humaya,Culiacan,Culiacan,Sinaloa,24.81502246,-107.4147469,879
Josefa Ortiz De Dominguez,85330,Moderna,Empalme,Empalme,Sonora,27.96509354,-110.8204104,524
Carretera Mazocahui-Cananea,84680,Bacoachi,Bacoachi,Bacoachi,Sonora,30.63174599,-109.9646374,567
Florencio Ruiz,84940,Baviacora,Baviacora,Baviacora,Sonora,29.71554606,-110.1640117,523
Ley Federal Del Trabajo,83100,Ley Cincuenta Y Siete,Hermosillo,Hermosillo,Sonora,29.12085667,-110.9630155,669
Reforma,83103,Lomas De Madrid,Hermosillo,Hermosillo,Sonora,29.13350592,-110.9738487,523
Bvld. Solidaridad,83130,Choyal,Hermosillo,Hermosillo,Sonora,29.10477895,-110.992069,518
"Reg. 233, Mz. 28, Lt. 01",77519,*Super Manzana 214,Benito Juarez,Cancun,Quintana Roo,21.18802252,-86.8406087,1048
Camino Acceso A Playas Akumal,77785,*Chanchen Palmar,Tulum,Tulum,Quintana Roo,20.39723829,-87.31517265,1135
Circuito Latamat Norte,93166,*Adolfo Ruiz Cortinez,Coatzintla,Coatzintla,Veracruz de Ignacio de la Llave,20.48314206,-97.45064814,2565
Blvd Martires Santos,37670,*Villas De San Nicolas,Leon,Leon,Guanajuato,21.1178,-101.5871,2382
Rafael Murillo Vidal,91069,Cuauhtemoc,Xalapa,Xalapa Enriquez,Veracruz de Ignacio de la Llave,19.52153776,-96.90659433,2501
Av. Venustiano Carranza,91070,Venustiano Carranza,Xalapa,Xalapa Enriquez,Veracruz de Ignacio de la Llave,19.52161172,-96.92642806,2629
Av Las Animas,36515,*Los Paraisos,Irapuato,Irapuato,Guanajuato,20.67748736,-101.3319773,2317
Av. Miguel Lerdo De Tejada,95100,Tierra Blanca Centro,Tierra Blanca,Tierra Blanca,Veracruz de Ignacio de la Llave,18.44586263,-96.35651511,2631
Calzada Lucas Martin,91100,Martin Lucas,Xalapa,Xalapa Enriquez,Veracruz de Ignacio de la Llave,19.57544446,-96.92201568,2533
Av De Las Artes,45653,*Los Cantaros,Tlajomulco De Zuniga,Tlajomulco De Zuniga,Jalisco,20.5102,-103.3359,1879
Ave. Las Palmas,66610,*Las Palmas 5To Sector,Apodaca,Apodaca,Nuevo León,25.80084518,-100.2678281,1047
Camino A San Roque,67258,*Anzures,Juarez,Juarez,Nuevo León,25.69536019,-100.1169966,1097
Blvd. Industria Agro Quimica,25903,*Parque Industrial,Ramos Arizpe,Ramos Arizpe,Coahuila de Zaragoza,25.55975258,-100.922769,891
"Ferrocarril Hidalgo, Lote 01, Mzna. 04",42083,*San Antonio El Desmonte,Pachuca De Soto,Pachuca De Soto,Hidalgo,20.04779765,-98.78070788,2479
Calle Paseo Del Pescador,23443,*Chula Vista,Los Cabos,San Jose Del Cabo,Baja California Sur,23.06060609,-109.7051028,804
Calzada De Las Flores,45130,*Hacienda Del Sol,Zapopan,Zapopan,Jalisco,20.76017551,-103.3984839,1832
Eje Vial Juan Gabriel,32674,*Colinas Del Norte,Juarez,Juarez,Chihuahua,31.61606655,-106.468741,1351
Carretera A San Martin Km 01-A,79960,*Zacatipan,Tamazunchale,Tamazunchale,San Luis Potosí,21.24819793,-98.77498283,2004
Av. Zapopan,45200,*Valle De Los Molinos,Zapopan,Zapopan,Jalisco,20.84697161,-103.4228439,1991
Carretera Internacional,30400,*Seguro Social,Cintalapa,Cintalapa,Chiapas,16.68914806,-93.71949905,4395
Blvd. Delta,37159,*Agua Azul,Leon,Leon,Guanajuato,21.1025,-101.6129,2311
Avenida Del Sol,76113,*La Luna,Santiago De Queretaro,Santiago De Queretaro,Querétaro,20.61636001,-100.45047,1431
Av. Santa Teresa De Jesus,66632,*Ex Hacienda San Francisco,Apodaca,Apodaca,Nuevo León,25.76057006,-100.2168027,911
Av. Valle De Santiago,76229,*Cuidad Del Sol Seccion Vallede Santiago,Santiago De Queretaro,Queretaro,Querétaro,20.64436314,-100.4808534,1387
Prol Periferico Poniente Norte,29243,*El Progreso,San Cristobal De Las Casas,San Cristobal De Las Casas,Chiapas,16.74877625,-92.65516999,4379
Av. Benito Juarez,66059,*Privadas De Anáhuac Sector Irlandes,General Escobedo,General Escobedo,Nuevo León,25.77886936,-100.2771828,1045
"Blvr. Rio Mayo, Esq. Oceano Atlantico",37550,*Cumbres De La Pradera,Leon,Leon,Guanajuato,21.08741063,-101.657442,2238
Autopista Mexico Queretaro,54270,*San Miguel De La Victoria,Jilotepec,Jilotepec,México,20.02692759,-99.56724187,3523
Paseos Del Vergel,36584,*La Floresta,Irapuato,Irapuato,Guanajuato,20.64375387,-101.3380289,2305
México,98066,Agronomica,Zacatecas,Zacatecas,Zacatecas,22.76274379,-102.5438712,2102
Tercera Avenida,89506,Sahop,Ciudad Madero,Ciudad Madero,Tamaulipas,22.28559709,-97.82151385,933
28,97219,Residencial Del Norte,Merida,Merida,Yucatán,21.00269779,-89.64902247,2074
Miguel Hidalgo,89600,Altamira Centro,Altamira,Altamira,Tamaulipas,22.39664698,-97.93588849,922
Arroyo De La Plata,98000,Zacatecas Centro,Zacatecas,Zacatecas,Zacatecas,22.77097847,-102.5721646,2037
Allende,92800,Tuxpan De Rodriguez Cano Centro,Tuxpam,Tuxpan De Rodriguez Cano,Veracruz de Ignacio de la Llave,20.95700331,-97.40837895,2704
Av. Papantla,93220,La Ceiba,Poza Rica De Hidalgo,Poza Rica De Hidalgo,Veracruz de Ignacio de la Llave,20.54625931,-97.43550189,2538
"Lote 5,6 Y 7 Manzana No. 21",92840,Loma Linda,Tuxpam,Tuxpan De Rodriguez Cano,Veracruz de Ignacio de la Llave,20.95805667,-97.3863777,2605
Benito Juarez,93400,Papantla Centro,Papantla,Papantla,Veracruz de Ignacio de la Llave,20.44750361,-97.32100566,2505
Av. Ricardo Flores Magon,91910,Ignacio Zaragoza,Veracruz,Veracruz,Veracruz de Ignacio de la Llave,19.18459813,-96.12863181,2594
Av. Parque Central Y Av. Parques De Oriente,31385,*Punta Oriente,Chihuahua,Chihuahua,Chihuahua,28.66625932,-105.952774,1338
Avenida Puebla,84624,*Mesa Sur,Cananea,Cananea,Sonora,30.97639665,-110.3055812,559
Blvd Rodolfo Landeros,20174,*Los Laureles,Aguascalientes,Aguascalientes,Aguascalientes,21.90577062,-102.2415737,1413
Calle Covelo,21323,*Residencial Barcelona,Mexicali,Mexicali,Baja California,32.59864929,-115.4933862,712
Galaxia,45654,*Real Del Sol,Tlajomulco De Zuniga,Tlajomulco De Zuniga,Jalisco,20.52930795,-103.4087495,1822
Calle Tedda,23088,*Calafia,La Paz,La Paz,Baja California Sur,24.02277841,-110.2785824,867
Calle 5 De Mayo,23020,*Guerrero,La Paz,La Paz,Baja California Sur,24.15277491,-110.2998552,704
Del Hospital,66025,*Valle De San Blas,Garcia,Garcia,Nuevo León,25.80034089,-100.5479686,993
Av. San Salvador,77086,*Caribe,Othon P Blanco,Chetumal (Ciudad Chetumal),Quintana Roo,18.50787689,-88.29264007,1187
121,97306,*Los Heroes,Merida,Merida,Yucatán,20.99337711,-89.53604031,2198
Haciendas De Leon,37233,*El Dorado,Leon,Leon,Guanajuato,0,-101.60274,2260
Anillo Periferico,21395,*Villa De Cortes,Mexicali,Mexicali,Baja California,32.60666102,-115.3459933,690
Acuña,25903,*Nuevo Ramos,Ramos Arizpe,Ramos Arizpe,Coahuila de Zaragoza,25.53899443,-100.9519263,992
Calle Canaan,21395,*La Condesa,Mexicali,Mexicali,Baja California,32.59436825,-115.3411449,812
Jardines Botanicos,55764,*Los Héroes Tecamac Ii,Tecamac,Tecamac De Felipe Villanueva,México,19.63499071,-99.03904042,3587
Pitahaya Madura,83284,*Es Quintas Del Sol,Hermosillo,Hermosillo,Sonora,29.00883881,-110.9771406,615
Violeta,89358,*Luis Donaldo Colosio,Tampico,Tampico,Tamaulipas,22.31975755,-97.89573614,908
Constitucion,79068,*La Pimienta,Ciudad Valles,Ciudad Valles,San Luis Potosí,22.00203551,-98.99806149,2055
Bosques De Huasteca,66367,*Bosques La Huasteca,Santa Catarina,Santa Catarina,Nuevo León,25.70501586,-100.501816,874
Avenida Bellavista,76134,*Rencho Bellavista,Santiago De Queretaro,Queretaro,Querétaro,20.60672076,-100.4492122,1439
Mexico,63450,*Tecuala Centro,Tecuala,Tecuala,Nayarit,22.39955314,-105.4576833,1673
Avenida Independencia,30798,*Olimpia,Tapachula,Tapachula,Chiapas,14.88264499,-92.30053926,4454
Abasolo,66072,*La Providencia,General Escobedo,General Escobedo,Nuevo León,25.80878809,-100.3346909,914
Avenida Miguel Hidalgo Y Costilla,58128,*Centenario,Morelia,Morelia,Michoacán de Ocampo,19.73111635,-101.1716446,3835
Carretera Morelia-Patzcuaro Km23,58450,*Lagunillas Mlm,Lagunillas,Lagunillas,Michoacán de Ocampo,19.55951319,-101.4145899,3712
Av. Tulum,54696,*El Dorado,Huehuetoca,Huehuetoca,México,19.87957016,-99.1980169,3424
Carretera A San Felipe,21730,La Puerta,Mexicali,Mexicali,Baja California,32.3410376,-115.3316778,716
Av. Revolucion Esq. Con C. Ensenada,21440,El Refugio,Tecate,Tecate,Baja California,32.57073516,-116.6506806,862
Romualdo Gallardo,22706,Benito Juarez,Playas De Rosarito,Playas De Rosarito,Baja California,32.38805288,-117.0474787,881
Paseo Ensenada,22500,Playas De Tijuana,Tijuana,Tijuana,Baja California,32.51641947,-117.1163514,701
Libramiento Sur,22889,Hidalgo,Ensenada,Ensenada,Baja California,31.86261687,-116.5809161,798
Paseo De Las Rosas,22523,Cañon De Las Rosas,Tijuana,Tijuana,Baja California,32.50935727,-117.078602,812
Blvd. Cucapah,22210,El Lago,Tijuana,Tijuana,Baja California,32.50212915,-116.9269345,703
Blvd. Insurgentes,22210,El Lago,Tijuana,Tijuana,Baja California,32.5012351,-116.9378821,689
Espino Albar,22245,El Florido 4,Tijuana,Tijuana,Baja California,32.4748241,-116.8499745,738
Gastelum Esq. Calle Segunda,22800,Ensenada Centro,Ensenada,Ensenada,Baja California,31.86483141,-116.6271476,754
Av. Las Palmas,22106,Las Palmas,Tijuana,Tijuana,Baja California,32.5056095,-116.9849175,852
Blvd Las Americas Y Esq. De Las Lomas,22415,Buenavista,Tijuana,Tijuana,Baja California,32.52172933,-116.9862784,795
Blvd Cristobal Diaz,27444,Jose T Luna,Matamoros,Matamoros,Coahuila de Zaragoza,25.51975022,-103.2206446,885
C. Alberto N Swain,27019,Ciudad Industrial,Torreon,Torreon,Coahuila de Zaragoza,25.57975609,-103.3904767,891
Baja California,22190,Camino Verde,Tijuana,Tijuana,Baja California,32.48213438,-116.9779424,782
Venustiano Carranza,25280,Republica,Saltillo,Saltillo,Coahuila de Zaragoza,25.43593374,-100.9945927,919
Blvd. Jesus Valdez Sanchez,25298,La Aurora,Saltillo,Saltillo,Coahuila de Zaragoza,25.44496934,-100.8957558,871
Altamirano,23000,La Paz Centro,La Paz,La Paz,Baja California Sur,24.15276043,-110.3145714,740
Blvd Oscar Velez,25070,Lourdes,Saltillo,Saltillo,Coahuila de Zaragoza,25.39017389,-101.0072224,921
Felipe Angeles,20676,Cosmos,Pabellon De Arteaga,Pabellon De Arteaga,Aguascalientes,22.1414919,-102.2779314,1392
Zaragoza,20376,Centro De Arriba,Aguascalientes,Aguascalientes,Aguascalientes,21.88470697,-102.2912025,1489
Avenida Reforma,21100,Segunda Seccion,Mexicali,Mexicali,Baja California,32.66485405,-115.4690889,721
Paez Urquidi,24120,Santa Margarita,Carmen,Ciudad Del Carmen,Campeche,18.64773366,-91.83433588,2930
Periferico L.E.A.,25160,Del Valle,Saltillo,Saltillo,Coahuila de Zaragoza,25.4279402,-101.0173766,831
Av. Nazario Ortiz,20169,Santa Anita,Aguascalientes,Aguascalientes,Aguascalientes,21.89850339,-102.2749542,1346
Av. Del Iman,4300,Ajusco,Coyoacan,Ciudad De Mexico,Ciudad de México,19.31174411,-99.16910433,2007
Calle Topacio Y Soladita,31650,Aquiles Serdan,Aquiles Serdan,Aquiles Serdan,Chihuahua,28.62735805,-105.9517087,1276
Ignacio Mejia,32020,Monumento,Juarez,Ciudad Juarez,Chihuahua,31.74288856,-106.4815234,1216
Av. Akolliman,28979,Villa Izcalli Caxitlan,Villa De Alvarez,Villa De Alvarez,Colima,19.28859318,-103.7342093,1361
13 Calle Oriente Sur,29000,Tuxtla Gutierrez Centro,Tuxtla Gutierrez,Tuxtla Gutierrez,Chiapas,16.7446354,-93.10641248,4393
Avenida Cuitlahuac,2840,Obrero Popular,Azcapotzalco,Ciudad De Mexico,Ciudad de México,19.46471152,-99.17724266,1868
Rio Mixcoac,3230,Actipan,Benito Juarez,Ciudad De Mexico,Ciudad de México,19.36630994,-99.17857916,1859
Ahorro Postal,3420,Miguel Aleman,Benito Juarez,Ciudad De Mexico,Ciudad de México,19.38942276,-99.14667885,1885
Av. Revolucion,3900,San Jose Insurgentes,Benito Juarez,Ciudad De Mexico,Ciudad de México,19.36543343,-99.18850944,2027
Av. Lombardo Toledano,31074,Robinson,Chihuahua,Chihuahua,Chihuahua,28.63263012,-105.9742575,1359
Av. Azcapotzalco,2000,Azcapotzalco Centro,Azcapotzalco,Ciudad De Mexico,Ciudad de México,19.48447929,-99.18579978,1901
Av. Juarez Porvenir,32599,Aguilas De Zaragoza,Juarez,Ciudad Juarez,Chihuahua,31.62644516,-106.3309832,1405
Calzada Desierto De Los Leones,1700,Tetelpan,Alvaro Obregon,Ciudad De Mexico,Ciudad de México,19.34168431,-99.23052047,1829
Miguel Lerdo De Tejada,2470,Petrolera,Azcapotzalco,Ciudad De Mexico,Ciudad de México,19.48702244,-99.19936798,1935
Calzada Cuauhtemoc,21230,Aviacion,Mexicali,Mexicali,Baja California,32.65769991,-115.4476529,892
Av. Ferrocarril,35230,Bermejillo,Mapimi,Mapimi,Durango,25.89487903,-103.6247453,1435
Guadalupe Victoria,9219,Reforma Educativa,Iztapalapa,Ciudad De Mexico,Ciudad de México,19.38543646,-99.05243781,1875
M.Luis Oprtigoza,7320,La Escalera,Gustavo A Madero,Ciudad De Mexico,Ciudad de México,19.51028372,-99.1406494,1857
Felix Romero,7469,Constitucion De La Republica,Gustavo A Madero,Ciudad De Mexico,Ciudad de México,19.48424596,-99.09601975,1836
Sierra Santa Rosa,11650,Reforma Social,Miguel Hidalgo,Ciudad De Mexico,Ciudad de México,19.43063205,-99.21824981,2024
Av. Camino San Juan De Aragon,7580,Casas Aleman,Gustavo A Madero,Ciudad De Mexico,Ciudad de México,19.47368893,-99.081101,1984
Carr. Libre Guanajuato-Silao,36251,Marfil,Guanajuato,Guanajuato,Guanajuato,20.99576603,-101.2906814,2307
Alfonso Reyes Esquina Altata,6170,Hipodromo De La Condesa,Cuauhtemoc,Ciudad De Mexico,Ciudad de México,19.4068309,-99.17266367,1807
Avenida Patriotismo,6170,Hipodromo De La Condesa,Cuauhtemoc,Ciudad De Mexico,Ciudad de México,19.40597187,-99.17790517,1880
Calzada Ermita Iztapalapa,9500,Santa Maria Aztahuacan,Iztapalapa,Ciudad De Mexico,Ciudad de México,19.34547977,-99.02104516,1971
Esq. Av Guelatao,9570,Santa Maria Aztahuacan,Iztapalapa,Ciudad De Mexico,Ciudad de México,19.35936125,-99.04023965,1889
Dr. Barragan,6720,Doctores,Cuauhtemoc,Ciudad De Mexico,Ciudad de México,19.40830981,-99.14618169,1872
Dr. Navarro,6720,Doctores,Cuauhtemoc,Ciudad De Mexico,Ciudad de México,19.41989224,-99.14579825,1837
Culturas Prehispanicas,9070,Granjas San Antonio,Iztapalapa,Ciudad De Mexico,Ciudad de México,19.36671482,-99.10409015,1912
Florencio Antillano,9100,Juan Escutia,Iztapalapa,Ciudad De Mexico,Ciudad de México,19.38752876,-99.02920222,2028
Ignacio Zaragoza,9100,Juan Escutia,Iztapalapa,Ciudad De Mexico,Ciudad de México,19.39736126,-99.05622368,1876
Blvd. Talamas Camandari,32599,Tierra Nueva,Juarez,Ciudad Juarez,Chihuahua,31.59243389,-106.3741438,1274
Purisima,34050,Santa Maria,Durango,Durango,Durango,24.03983662,-104.686162,1521
Aquiles Serdan,34076,Los Angeles,Durango,Durango,Durango,24.02674536,-104.6794277,1490
Blvd. Saturno,37258,Los Angeles,Leon,Leon,Guanajuato,21.1292,-101.6367,2254
Alud,37168,Centro Comercial Insurgentes,Leon,Leon,Guanajuato,21.14306188,-101.6880124,2375
Madre Selva,37288,Eyupol,Leon,Leon,Guanajuato,21.11098466,-101.6316649,2377
Avenida Norte,37800,Ciudad Dolores Hidalgo,Dolores Hidalgo,Dolores Hidalgo,Guanajuato,21.15989709,-100.9293175,2234
Blvd. Miguel De Cervantes Saavedra,37319,San Jose Obrero,Leon,Leon,Guanajuato,21.1417,-101.7023,2264
20 De Enero,37320,Obregon,Leon,Leon,Guanajuato,21.13187904,-101.6799599,2352
Pascal-Kant,37355,Balcones De La Joya,Leon,Leon,Guanajuato,21.13299149,-101.7569108,2230
Madre Raquel,37549,Diez De Mayo,Leon,Leon,Guanajuato,21.0683,-101.6235,2304
Turqueza,37380,Guadalupe,Leon,Leon,Guanajuato,21.11079767,-101.6919793,2393
Agustin Yañez,47900,Jamay,Jamay,Jamay,Jalisco,20.29470402,-102.7080786,1811
Libertad,48300,Puerto Vallarta Centro,Puerto Vallarta,Puerto Vallarta,Jalisco,20.60700009,-105.2352597,1804
Niños Heroes,54160,San Juan Ixtacala,Tlalnepantla,Tlalnepantla De Baz,México,19.52068019,-99.17781147,3539
Av Rio Nilo,44860,Jardines Del Nilo 1Ra Secc,Guadalajara,Guadalajara,Jalisco,20.64453519,-103.2931123,1876
Fernando Montes De Oca,54020,Tequesquinahuac,Tlalnepantla,Tlalnepantla De Baz,México,19.55685577,-99.19819199,3429
Plutarco Elias Calles,44750,Libertad,Guadalajara,Guadalajara,Jalisco,20.67387728,-103.2954183,1825
Miguel Hidalgo Y Costilla,53320,Diez De Abril,Naucalpan,Naucalpan De Juarez,México,19.4882337,-99.21701903,3415
Carr. Melaque - Pto. Vallarta,48450,Tomatlan,Tomatlan,Tomatlan,Jalisco,19.87525829,-105.3350324,1961
Lombardo Toledano,50016,Geo Villas De La Independencia,Toluca,Toluca,México,19.30735992,-99.59705284,3590
Fresnos,54126,Tabla Honda,Tlalnepantla,Tlalnepantla De Baz,México,19.54826204,-99.1806553,3465
Del Taller  Ret 29,15900,Jardin Balbuena,Venustiano Carranza,Ciudad De Mexico,Ciudad de México,19.4127723,-99.1052573,1953
Prolongacion Ignacio Aldama,36905,Churipitzeo,Penjamo,Penjamo,Guanajuato,20.42527384,-101.7235884,2205
Avenida Mexico,16030,Huichapan,Xochimilco,Ciudad De Mexico,Ciudad de México,19.2643583,-99.11883486,1827
Guadalupe I. Ramirez,16050,San Marcos,Xochimilco,Ciudad De Mexico,Ciudad de México,19.26538605,-99.1125347,1974
Calzada Camino A Nativitas,16090,Xaltocan,Xochimilco,Ciudad De Mexico,Ciudad de México,19.25062724,-99.09647508,1969
"Sector 2, Manzana 200",39715,Renacimiento,Acapulco De Juarez,Acapulco De Juarez,Guerrero,16.90487802,-99.82404432,2353
Av.Guanajuato,36590,Los Angeles,Irapuato,Irapuato,Guanajuato,20.65995856,-101.349556,2317
Cafetales,14330,Granjas Coapa,Tlalpan,Ciudad De Mexico,Ciudad de México,19.29010964,-99.11513242,1920
Canal  Del Norte,15220,Popular Rastro,Venustiano Carranza,Ciudad De Mexico,Ciudad de México,19.45028725,-99.11600497,1805
Norte 17 (Eje 1 Norte),15530,Moctezuma 2Da Secc,Venustiano Carranza,Ciudad De Mexico,Ciudad de México,19.42853318,-99.09589995,1981
Carr. Lib Sur,38140,La Luz,Celaya,Celaya,Guanajuato,20.48041636,-100.7794377,2229
República Del Salvador,39000,Chilpancingo De Los Bravos Centro,Chilpancingo De Los Bravo,Chilpancingo De Los Bravo,Guerrero,17.5523882,-99.49999945,2203
Av. José Francisco Ruiz Massieu,39070,Villa Moderna,Chilpancingo De Los Bravo,Chilpancingo De Los Bravo,Guerrero,17.53401508,-99.50070184,2179
Carretera Toluca - Ixtapan De La Sal,52231,San Andres Ocotlan,Calimaya,Calimaya,México,19.18155481,-99.57836104,3490
Ave. Lopez Mateos,66480,Bosques Del Nogalar,San Nicolas De Los Garza,San Nicolas De Los Garza,Nuevo León,25.71421858,-100.2732356,979
Avenida Ruiz Cortinez,67120,La Luz,Guadalupe,Guadalupe (Ciudad Guadalupe),Nuevo León,25.7031772,-100.2427384,971
Hidalgo,67480,Cadereyta De Jimenez Centro,Cadereyta Jimenez,Cadereyta Jimenez,Nuevo León,25.5897174,-99.99443413,882
Carr Huinala - Juarez,66640,Huinala,Apodaca,Apodaca,Nuevo León,25.74442412,-100.1609179,907
Vaquerias,67195,Vaquerias,Guadalupe,Guadalupe (Ciudad Guadalupe),Nuevo León,25.66277862,-100.1716486,913
Real De San Pablo,50200,San Pablo Autopan,Toluca,Toluca,México,19.39016597,-99.6439898,3578
Miguel Hidalgo,50200,San Pedro Totoltepec,Toluca,Toluca,México,19.30898764,-99.5724011,3574
Carretera Panamericana,50300,Acambay,Acambay,Acambay,México,19.95017388,-99.84461684,3420
Periferico Sur,45601,Santa Maria Tequepexpan,Tlaquepaque,Tlaquepaque,Jalisco,20.60826358,-103.4034753,1853
Av. Tabachines,45608,Loma Bonita Poniente,Tlaquepaque,Tlaquepaque,Jalisco,20.62536872,-103.4028602,1981
