Cliente,Avg Vigencia,#Recargas,$Recargas,Avg_Recargas,10,20,30,50,100,150,200,300,500,1000,sum_WA,sum_IG,sum_Otros,sum_SP,sum_FB,sum_TW,sum_MS,avg_WA,avg_IG,avg_Otros,avg_SP,avg_FB,avg_TW,avg_MS
AA00153,1,9,110,12.22222222,7,2,0,0,0,0,0,0,0,0,0,4088.06,1258970.04,3309.54,419736.82,3441.59,27357.17,0,4088.06,629485.02,3309.54,209868.41,3441.59,13678.585
AA00154,1.25,8,110,13.75,6,1,1,0,0,0,0,0,0,0,0,11397.85,629470.71,0,839467.56,3414.7,13564.58,0,11397.85,629470.71,0,209866.89,3414.7,13564.58
AA00155,1.25,8,120,15,5,2,1,0,0,0,0,0,0,0,1300059.82,0,0,0,419746.4,3403.19,27530.87,433353.2733,0,0,0,209873.2,3403.19,13765.435
AA00156,1.285714286,7,120,17.14285714,3,3,1,0,0,0,0,0,0,0,260045.89,0,1259224.86,12813.52,0,6782.69,0,260045.89,0,629612.43,6406.76,0,3391.345,0
AA00157,1.285714286,7,110,15.71428571,4,2,1,0,0,0,0,0,0,0,1040080.9,3464.05,0,3326.47,419809.28,3445.88,0,520040.45,3464.05,0,3326.47,209904.64,3445.88,0
AA00158,1,2,20,10,2,0,0,0,0,0,0,0,0,0,0,3884.15,0,0,0,3368.25,0,0,3884.15,0,0,0,3368.25,0
AA00159,1.333333333,6,110,18.33333333,2,3,1,0,0,0,0,0,0,0,0,17970.23,0,0,209947.31,0,27617.93,0,5990.076667,0,0,209947.31,0,13808.965
AA00160,1.615384615,13,230,17.69230769,7,2,4,0,0,0,0,0,0,0,1560191.93,0,629645.82,16115.13,1049411.33,13409.82,0,390047.9825,0,629645.82,5371.71,349803.7767,6704.91,0
AA00161,1.75,8,150,18.75,4,1,3,0,0,0,0,0,0,0,0,16461.44,2519311.37,0,209943.82,0,68282.03,0,8230.72,1259655.685,0,209943.82,0,22760.67667
AA00162,1.571428571,7,140,20,2,3,2,0,0,0,0,0,0,0,260012.59,0,0,3232.63,629356.07,13681.44,27355.71,260012.59,0,0,3232.63,629356.07,6840.72,13677.855
AA00163,1,5,70,14,3,2,0,0,0,0,0,0,0,0,260031.35,0,1258819.6,3201.94,0,3464.78,0,260031.35,0,629409.8,3201.94,0,3464.78,0
AA00164,1.5,4,70,17.5,2,1,1,0,0,0,0,0,0,0,260013.3,0,629862.16,9675.27,209864.86,0,0,260013.3,0,629862.16,9675.27,209864.86,0,0
AA00165,1.333333333,6,100,16.66666667,3,2,1,0,0,0,0,0,0,0,0,15260.42,629859.01,0,0,6886.84,13953.07,0,7630.21,629859.01,0,0,3443.42,13953.07
AA00166,1,5,70,14,3,2,0,0,0,0,0,0,0,0,780058.11,3676.68,0,0,0,3452.36,0,260019.37,3676.68,0,0,0,3452.36,0
AA00167,1.2,10,170,17,4,5,1,0,0,0,0,0,0,0,0,3915.14,1258927.7,12779.41,419635.79,0,41358.07,0,3915.14,629463.85,6389.705,209817.895,0,13786.02333
AA00168,1.2,10,140,14,7,2,1,0,0,0,0,0,0,0,1040022.29,7487.76,629952.93,6510.08,209887.01,3389.18,13788.89,520011.145,3743.88,629952.93,3255.04,209887.01,3389.18,13788.89
AA00169,1,4,50,12.5,3,1,0,0,0,0,0,0,0,0,0,0,0,9791.83,209915.69,0,0,0,0,0,3263.943333,209915.69,0,0
AA00170,1.444444444,9,150,16.66666667,5,2,2,0,0,0,0,0,0,0,1300189.3,15472.66,629289.1,0,0,0,41110.13,433396.4333,7736.33,629289.1,0,0,0,13703.37667
AA00171,1.285714286,7,110,15.71428571,4,2,1,0,0,0,0,0,0,0,260006.03,11682.21,1259162.98,0,209767.75,3367.18,13958.47,260006.03,11682.21,629581.49,0,209767.75,3367.18,13958.47
AA00172,1.666666667,6,120,20,2,2,2,0,0,0,0,0,0,0,1040083.67,0,629154.06,0,209964.1,3370.5,40566.12,520041.835,0,629154.06,0,209964.1,3370.5,40566.12
AA00173,1.888888889,9,180,20,4,1,4,0,0,0,0,0,0,0,0,0,1259108.41,12743.71,1469394.67,13907.67,0,0,0,629554.205,6371.855,489798.2233,6953.835,0
AA00174,1.25,8,110,13.75,6,1,1,0,0,0,0,0,0,0,780091.3,3344.1,0,6507.89,209773.05,10269.11,0,260030.4333,3344.1,0,3253.945,209773.05,10269.11,0
AA00175,1.222222222,9,130,14.44444444,6,2,1,0,0,0,0,0,0,0,260005.39,14358.98,0,3210.83,419775.68,10384.65,0,260005.39,7179.49,0,3210.83,209887.84,3461.55,0
AA00176,1.25,8,120,15,5,2,1,0,0,0,0,0,0,0,0,15542.96,1259504.31,0,0,6885.55,27433.16,0,7771.48,629752.155,0,0,3442.775,13716.58
AA00177,1.333333333,6,100,16.66666667,3,2,1,0,0,0,0,0,0,0,260042.77,3630.08,0,3296.76,209874.89,3456.76,41457.86,260042.77,3630.08,0,3296.76,209874.89,3456.76,41457.86
AA00178,1,5,70,14,3,2,0,0,0,0,0,0,0,0,260042.06,3814.44,0,0,209922.27,3338.71,13980.12,260042.06,3814.44,0,0,209922.27,3338.71,13980.12
AA00179,1.25,8,130,16.25,4,3,1,0,0,0,0,0,0,0,1040115.25,7332.75,629551.06,3264.76,0,6873.79,0,520057.625,3666.375,629551.06,3264.76,0,3436.895,0
AA00180,1.333333333,6,110,18.33333333,2,3,1,0,0,0,0,0,0,0,0,3972.23,629285.5,12949.82,209875.32,3391.23,0,0,3972.23,629285.5,6474.91,209875.32,3391.23,0
AA00181,1.857142857,7,150,21.42857143,2,2,3,0,0,0,0,0,0,0,520081.07,10254.56,0,0,0,0,108463.24,260040.535,10254.56,0,0,0,0,27115.81
AA00182,1,4,50,12.5,3,1,0,0,0,0,0,0,0,0,260029.1,0,629403.42,3180.21,209954.9,0,0,260029.1,0,629403.42,3180.21,209954.9,0,0
AA00183,1.25,8,130,16.25,4,3,1,0,0,0,0,0,0,0,520076.35,0,0,9832.1,419577.18,10188.72,0,260038.175,0,0,3277.366667,209788.59,10188.72,0
AA00184,1.285714286,7,100,14.28571429,5,1,1,0,0,0,0,0,0,0,520046.55,0,3147598.43,3286.34,209716.54,0,0,260023.275,0,1049199.477,3286.34,209716.54,0,0
AA00185,1.5,4,70,17.5,2,1,1,0,0,0,0,0,0,0,0,0,0,3229.09,1049589.21,0,0,0,0,0,3229.09,349863.07,0,0
AA00186,1.444444444,9,140,15.55555556,6,1,2,0,0,0,0,0,0,0,520035.08,14278.97,0,3237.63,839534.06,3431.71,13702.65,260017.54,7139.485,0,3237.63,419767.03,3431.71,13702.65
AA00187,1,4,50,12.5,3,1,0,0,0,0,0,0,0,0,260004.94,3390.59,0,0,419824.22,0,0,260004.94,3390.59,0,0,209912.11,0,0
AA00188,1.5,4,60,15,3,0,1,0,0,0,0,0,0,0,0,0,1258879.29,0,0,13479.23,0,0,0,629439.645,0,0,6739.615,0
AA00189,1.5,4,80,20,1,2,1,0,0,0,0,0,0,0,0,3663.34,629908.66,0,209781.1,0,40206.29,0,3663.34,629908.66,0,209781.1,0,40206.29
AA00190,2.333333333,3,70,23.33333333,1,0,2,0,0,0,0,0,0,0,0,11907.39,1889355.83,0,0,0,13981.33,0,11907.39,1889355.83,0,0,0,13981.33
AA00191,1,7,80,11.42857143,6,1,0,0,0,0,0,0,0,0,260044.82,0,629979.88,3323.14,419751.53,3337.9,13722.77,260044.82,0,629979.88,3323.14,209875.765,3337.9,13722.77
AA00192,1.8,5,110,22,1,2,2,0,0,0,0,0,0,0,0,11217.24,629928.95,0,209805.44,10362.82,13430.25,0,11217.24,629928.95,0,209805.44,10362.82,13430.25
AA00193,1.363636364,11,170,15.45454545,7,2,2,0,0,0,0,0,0,0,260030.91,3991.78,2517780.54,3295.84,0,10305.86,68539.37,260030.91,3991.78,1258890.27,3295.84,0,3435.286667,22846.45667
AA00194,1.5,8,130,16.25,5,1,2,0,0,0,0,0,0,0,260023.65,3875.55,3146507.55,3303.45,629538,3464.95,0,260023.65,3875.55,1048835.85,3303.45,629538,3464.95,0
AA00195,1.666666667,3,50,16.66666667,2,0,1,0,0,0,0,0,0,0,0,12018.42,0,0,209758.8,0,13843.62,0,12018.42,0,0,209758.8,0,13843.62
AA00196,1,4,40,10,4,0,0,0,0,0,0,0,0,0,0,0,629560.13,3204.02,209998.23,3334.17,0,0,0,629560.13,3204.02,209998.23,3334.17,0
AA00197,1.4,5,80,16,3,1,1,0,0,0,0,0,0,0,780018.16,3371.69,629843.82,0,209806.53,0,13745.71,780018.16,3371.69,629843.82,0,209806.53,0,13745.71
AA00198,1.444444444,9,160,17.77777778,4,3,2,0,0,0,0,0,0,0,260010.76,3348.23,629216,12970.39,629545.64,10050.1,0,260010.76,3348.23,629216,6485.195,209848.5467,10050.1,0
AA00199,1.571428571,7,120,17.14285714,4,1,2,0,0,0,0,0,0,0,0,3597.9,0,9495.51,1259583.69,0,13642.01,0,3597.9,0,9495.51,314895.9225,0,13642.01
AA00200,1.5,4,70,17.5,2,1,1,0,0,0,0,0,0,0,0,4024.47,0,9465.49,419508.06,0,0,0,4024.47,0,9465.49,209754.03,0,0
AA00201,1.25,8,130,16.25,4,3,1,0,0,0,0,0,0,0,780031.94,3861.88,0,3330.42,629986.03,0,27354.64,260010.6467,3861.88,0,3330.42,629986.03,0,13677.32
AA00202,1.222222222,9,130,14.44444444,6,2,1,0,0,0,0,0,0,0,260010.3,0,0,19586.25,419757.01,3383.44,13361.65,260010.3,0,0,4896.5625,209878.505,3383.44,13361.65
AA00203,1,3,50,16.66666667,1,2,0,0,0,0,0,0,0,0,0,0,0,3178.97,419734.07,0,0,0,0,0,3178.97,209867.035,0,0
AA00204,1,7,110,15.71428571,3,4,0,0,0,0,0,0,0,0,260001.5,11563.57,1258880.36,0,209785.19,0,0,260001.5,3854.523333,629440.18,0,209785.19,0,0
AA00205,1.5,4,60,15,3,0,1,0,0,0,0,0,0,0,0,0,1889007.74,3180.73,209795.57,3343.86,0,0,0,1889007.74,3180.73,209795.57,3343.86,0
AA00206,1.5,8,160,20,2,4,2,0,0,0,0,0,0,0,0,15177.91,629377.09,0,839555.89,0,40936.48,0,7588.955,629377.09,0,419777.945,0,13645.49333
AA00207,1,4,50,12.5,3,1,0,0,0,0,0,0,0,0,0,0,0,6462.07,209854.26,0,13507.44,0,0,0,3231.035,209854.26,0,13507.44
AA00208,1.5,8,150,18.75,3,3,2,0,0,0,0,0,0,0,0,3925.97,629881.57,22630.15,419557.21,0,13648.9,0,3925.97,629881.57,7543.383333,209778.605,0,13648.9
AA00209,1,4,50,12.5,3,1,0,0,0,0,0,0,0,0,260024.64,4039.6,0,0,209886.75,3403.36,0,260024.64,4039.6,0,0,209886.75,3403.36,0
AA00210,1.333333333,6,100,16.66666667,3,2,1,0,0,0,0,0,0,0,0,3642.61,1258929.97,12987.49,209907.71,0,0,0,3642.61,629464.985,6493.745,209907.71,0,0
AA00211,1,4,60,15,2,2,0,0,0,0,0,0,0,0,260022.71,0,0,6479.81,0,3478.88,0,260022.71,0,0,3239.905,0,3478.88,0
AA00212,1.857142857,7,140,20,3,1,3,0,0,0,0,0,0,0,260026.33,0,2517583.32,19464.98,0,3337.34,13904.59,260026.33,0,1258791.66,9732.49,0,3337.34,13904.59
AA00213,1,2,20,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,419921.95,0,0,0,0,0,0,209960.975,0,0
AA00214,1.333333333,6,100,16.66666667,3,2,1,0,0,0,0,0,0,0,260023.73,0,1888983.3,0,209718.36,3337.01,26993.44,260023.73,0,1888983.3,0,209718.36,3337.01,13496.72
AA00215,1,3,50,16.66666667,1,2,0,0,0,0,0,0,0,0,0,3755.92,0,0,209946.66,0,13605.99,0,3755.92,0,0,209946.66,0,13605.99
AA00216,1.571428571,7,120,17.14285714,4,1,2,0,0,0,0,0,0,0,260002.02,12465.4,1258973.25,3230.03,0,10185.04,13498.57,260002.02,12465.4,629486.625,3230.03,0,10185.04,13498.57
AA00217,1.5,4,60,15,3,0,1,0,0,0,0,0,0,0,260003.84,0,0,0,629937.77,3480.63,13389.8,260003.84,0,0,0,629937.77,3480.63,13389.8
AA00218,1,4,40,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,209895.32,3395.43,27022.44,0,0,0,0,209895.32,3395.43,13511.22
AA00219,1.5,8,140,17.5,4,2,2,0,0,0,0,0,0,0,0,0,1258861.31,12974.79,629718.38,10232.03,0,0,0,629430.655,6487.395,629718.38,3410.676667,0
AA00220,1.4,5,80,16,3,1,1,0,0,0,0,0,0,0,260031.27,3491,1889355.64,0,0,3440.39,13908.57,260031.27,3491,1889355.64,0,0,3440.39,13908.57
AA00221,1.8,5,110,22,1,2,2,0,0,0,0,0,0,0,1560145.47,0,0,3173.15,0,3344.02,13772.57,780072.735,0,0,3173.15,0,3344.02,13772.57
AA00222,1.571428571,7,140,20,2,3,2,0,0,0,0,0,0,0,0,3482.12,629575.4,0,209985.01,13782.28,53820.82,0,3482.12,629575.4,0,209985.01,6891.14,26910.41
AA00223,1.4,5,70,14,4,0,1,0,0,0,0,0,0,0,260035.15,3926.27,3148472.84,0,0,0,0,260035.15,3926.27,1049490.947,0,0,0,0
AA00224,1.25,8,120,15,5,2,1,0,0,0,0,0,0,0,780039.72,4067.19,629564.65,0,0,17137.32,0,260013.24,4067.19,629564.65,0,0,5712.44,0
AA00225,1.333333333,6,90,15,4,1,1,0,0,0,0,0,0,0,260042.79,0,629246.58,0,209894.13,3438.02,53587.92,260042.79,0,629246.58,0,209894.13,3438.02,26793.96
AA00226,1.285714286,7,110,15.71428571,4,2,1,0,0,0,0,0,0,0,260043.66,3746.75,0,0,419751.67,3488.04,53891.69,260043.66,3746.75,0,0,209875.835,3488.04,26945.845
AA00227,2,2,40,20,1,0,1,0,0,0,0,0,0,0,0,0,629540.69,0,0,10038.63,0,0,0,629540.69,0,0,10038.63,0
AA00228,1.333333333,6,90,15,4,1,1,0,0,0,0,0,0,0,260011.69,0,3149014.98,0,419642.15,0,0,260011.69,0,1049671.66,0,209821.075,0,0
AA00229,1.5,4,80,20,1,2,1,0,0,0,0,0,0,0,260028.09,0,629527.09,0,629179.08,3475.01,0,260028.09,0,629527.09,0,629179.08,3475.01,0
AA00230,1.4,5,70,14,4,0,1,0,0,0,0,0,0,0,260032.12,10785.34,0,3275.5,0,3470.26,13655.55,260032.12,10785.34,0,3275.5,0,3470.26,13655.55
AA00231,1.333333333,6,80,13.33333333,5,0,1,0,0,0,0,0,0,0,260031.07,3350.74,0,3199.28,209867.5,0,53925.47,260031.07,3350.74,0,3199.28,209867.5,0,26962.735
AA00232,1.285714286,7,110,15.71428571,4,2,1,0,0,0,0,0,0,0,520047.38,3535.04,629970.3,0,629520.85,3466.13,13829.01,260023.69,3535.04,629970.3,0,629520.85,3466.13,13829.01
AA00233,1,4,60,15,2,2,0,0,0,0,0,0,0,0,520080.02,0,629936.02,0,0,3357.99,0,260040.01,0,629936.02,0,0,3357.99,0
AA00234,1.5,4,70,17.5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10259.99,41694.39,0,0,0,0,0,3419.996667,41694.39
AA00235,1.285714286,7,110,15.71428571,4,2,1,0,0,0,0,0,0,0,260039.06,10317.96,629509.39,0,209787.1,0,40927.48,260039.06,10317.96,629509.39,0,209787.1,0,13642.49333
AA00236,1.75,8,140,17.5,5,0,3,0,0,0,0,0,0,0,0,3812.3,4406437.68,0,209793.49,3454.81,55005.85,0,3812.3,1468812.56,0,209793.49,3454.81,27502.925
AA00237,1,6,90,15,3,3,0,0,0,0,0,0,0,0,520059.92,0,629154.32,6342.9,0,3469.26,0,260029.96,0,629154.32,3171.45,0,3469.26,0
AA00238,1.285714286,7,120,17.14285714,3,3,1,0,0,0,0,0,0,0,260019.19,3506,1258733.92,6493.54,0,0,40542.45,260019.19,3506,629366.96,3246.77,0,0,40542.45
AA00239,1.666666667,6,100,16.66666667,4,0,2,0,0,0,0,0,0,0,260021.4,0,1889361.58,0,839247.4,0,27442.54,260021.4,0,1889361.58,0,419623.7,0,13721.27
AA00240,1.4,5,70,14,4,0,1,0,0,0,0,0,0,0,1040123.81,0,0,0,209981.1,6817.82,0,520061.905,0,0,0,209981.1,3408.91,0
AA00241,1,4,50,12.5,3,1,0,0,0,0,0,0,0,0,260023.17,4175.56,0,0,209954.28,0,13910.81,260023.17,4175.56,0,0,209954.28,0,13910.81
AA00242,1.5,8,140,17.5,4,2,2,0,0,0,0,0,0,0,260028.45,7619.51,0,18961.84,0,3483.23,27402.82,260028.45,3809.755,0,9480.92,0,3483.23,13701.41
AA00243,1,1,20,20,0,1,0,0,0,0,0,0,0,0,260044.32,0,0,0,0,0,0,260044.32,0,0,0,0,0,0
AA00244,1.25,8,120,15,5,2,1,0,0,0,0,0,0,0,260012.44,7228.37,1258773.79,16074.46,0,0,0,260012.44,3614.185,629386.895,5358.153333,0,0,0
AA00245,1.2,10,130,13,8,1,1,0,0,0,0,0,0,0,520038.08,4075.29,1888849.03,9624.57,209741.23,3397.04,13413.34,260019.04,4075.29,1888849.03,3208.19,209741.23,3397.04,13413.34
AA00246,1,6,80,13.33333333,4,2,0,0,0,0,0,0,0,0,0,0,629757.18,3237.53,0,6806.71,27653.67,0,0,629757.18,3237.53,0,3403.355,13826.835
AA00247,1,7,100,14.28571429,4,3,0,0,0,0,0,0,0,0,520048.13,3341.12,0,3305.71,209943.98,6915.27,0,260024.065,3341.12,0,3305.71,209943.98,3457.635,0
AA00248,1.4,5,90,18,2,2,1,0,0,0,0,0,0,0,780057.04,0,629252.85,0,419648.51,0,13956.05,780057.04,0,629252.85,0,209824.255,0,13956.05
AA00249,1.333333333,6,110,18.33333333,2,3,1,0,0,0,0,0,0,0,520041.05,0,0,0,629719.61,10282,0,260020.525,0,0,0,209906.5367,10282,0
AA00250,1.666666667,6,120,20,2,2,2,0,0,0,0,0,0,0,520043.78,0,0,13155.05,209849.55,0,40212.39,260021.89,0,0,6577.525,209849.55,0,40212.39
AA00251,1.444444444,9,150,16.66666667,5,2,2,0,0,0,0,0,0,0,520044.28,4155.26,629861.41,3157.75,1468871.28,0,13561.77,260022.14,4155.26,629861.41,3157.75,489623.76,0,13561.77
AA00252,1.4,5,80,16,3,1,1,0,0,0,0,0,0,0,0,3523.92,629347.32,0,839537.88,3454.3,0,0,3523.92,629347.32,0,419768.94,3454.3,0
AA00253,1.4,5,90,18,2,2,1,0,0,0,0,0,0,0,0,12484.01,629227.28,0,0,10125.28,0,0,12484.01,629227.28,0,0,3375.093333,0
AA00254,1.5,4,60,15,3,0,1,0,0,0,0,0,0,0,780027.09,3777.01,629487.06,0,0,0,13727.56,780027.09,3777.01,629487.06,0,0,0,13727.56
AA00255,1.571428571,7,120,17.14285714,4,1,2,0,0,0,0,0,0,0,0,23950.31,1258824.32,3292.83,0,3427.55,13769.18,0,11975.155,629412.16,3292.83,0,3427.55,13769.18
AA00256,1,5,70,14,3,2,0,0,0,0,0,0,0,0,260020.1,0,629754.12,0,209742.38,3493.92,13876.7,260020.1,0,629754.12,0,209742.38,3493.92,13876.7
AA00257,1,2,40,20,0,2,0,0,0,0,0,0,0,0,0,0,629818.38,0,0,0,13830.98,0,0,629818.38,0,0,0,13830.98
AA00258,1.4,5,80,16,3,1,1,0,0,0,0,0,0,0,0,3530.67,629982.05,3188.39,0,13796.6,0,0,3530.67,629982.05,3188.39,0,6898.3,0
AA00259,1,7,110,15.71428571,3,4,0,0,0,0,0,0,0,0,260027.82,0,629334.98,3148.11,419689.37,3484.08,13362.91,260027.82,0,629334.98,3148.11,209844.685,3484.08,13362.91
AA00260,1.333333333,6,90,15,4,1,1,0,0,0,0,0,0,0,0,7086.54,0,0,419601.44,3493.45,40617.3,0,3543.27,0,0,209800.72,3493.45,40617.3
AA00261,1,7,80,11.42857143,6,1,0,0,0,0,0,0,0,0,520052.99,3389.37,629541.7,0,419604.19,0,13951.28,260026.495,3389.37,629541.7,0,209802.095,0,13951.28
AA00262,1.545454545,11,190,17.27272727,6,2,3,0,0,0,0,0,0,0,1040064.9,10159.09,1259018.96,0,419673.83,10140.25,41373.1,520032.45,10159.09,629509.48,0,209836.915,3380.083333,41373.1
AA00263,1.222222222,9,130,14.44444444,6,2,1,0,0,0,0,0,0,0,0,19067.04,0,9633.79,209949.2,3471.1,13944.08,0,6355.68,0,3211.263333,209949.2,3471.1,13944.08
AA00264,1.333333333,6,90,15,4,1,1,0,0,0,0,0,0,0,520039.73,3925.91,629148.43,3172.12,0,0,40431.14,260019.865,3925.91,629148.43,3172.12,0,0,40431.14
AA00265,1,6,100,16.66666667,2,4,0,0,0,0,0,0,0,0,0,4045.99,1258879.7,3205.94,209963.71,3343.3,0,0,4045.99,629439.85,3205.94,209963.71,3343.3,0
AA00266,1,5,70,14,3,2,0,0,0,0,0,0,0,0,260025.27,0,0,3239.21,209814.11,3493.67,13382.58,260025.27,0,0,3239.21,209814.11,3493.67,13382.58
AA00267,1.8,5,100,20,2,1,2,0,0,0,0,0,0,0,260046,0,0,3211.28,1259530.05,0,13887.3,260046,0,0,3211.28,629765.025,0,13887.3
AA00268,1.285714286,7,110,15.71428571,4,2,1,0,0,0,0,0,0,0,260036.61,4076.17,1258745.01,6576.72,629193.45,0,0,260036.61,4076.17,629372.505,3288.36,629193.45,0,0
AA00269,1.4,5,90,18,2,2,1,0,0,0,0,0,0,0,0,7469.2,0,3225.45,0,3401.61,41076.49,0,3734.6,0,3225.45,0,3401.61,41076.49
AA00270,1.666666667,6,110,18.33333333,3,1,2,0,0,0,0,0,0,0,260025.86,7964.12,0,0,839574.15,10266.7,0,260025.86,3982.06,0,0,419787.075,10266.7,0
AA00271,1.222222222,9,120,13.33333333,7,1,1,0,0,0,0,0,0,0,0,7813.5,1888059.33,0,209765.12,6868.58,40135.95,0,3906.75,1888059.33,0,209765.12,3434.29,13378.65
AA00272,1.857142857,7,160,22.85714286,1,3,3,0,0,0,0,0,0,0,780129.93,3730.06,4405914.58,0,209938.39,0,13873.07,780129.93,3730.06,1468638.193,0,209938.39,0,13873.07
AA00273,1.333333333,6,80,13.33333333,5,0,1,0,0,0,0,0,0,0,1040078.3,3656.76,0,0,209790.5,3401.49,13385.69,520039.15,3656.76,0,0,209790.5,3401.49,13385.69
AA00274,1.5,4,70,17.5,2,1,1,0,0,0,0,0,0,0,0,3522.31,0,0,209796.62,0,53505.67,0,3522.31,0,0,209796.62,0,26752.835
AA00275,1.5,4,60,15,3,0,1,0,0,0,0,0,0,0,780057.26,7530.49,0,0,209848.53,0,0,780057.26,3765.245,0,0,209848.53,0,0
AA00276,1,8,110,13.75,5,3,0,0,0,0,0,0,0,0,260040.04,3777.1,1259139.62,0,419747.18,6975.68,0,260040.04,3777.1,629569.81,0,209873.59,3487.84,0
AA00277,1,4,50,12.5,3,1,0,0,0,0,0,0,0,0,520089.12,0,0,0,209762.8,3398.28,0,260044.56,0,0,0,209762.8,3398.28,0
AA00278,1,2,30,15,1,1,0,0,0,0,0,0,0,0,0,0,1258790.38,0,0,0,0,0,0,629395.19,0,0,0,0
AA00279,1,3,40,13.33333333,2,1,0,0,0,0,0,0,0,0,0,4156.79,0,0,0,6949.74,0,0,4156.79,0,0,0,3474.87,0
AA00280,1,4,50,12.5,3,1,0,0,0,0,0,0,0,0,0,0,629493.37,9635.58,0,0,0,0,0,629493.37,3211.86,0,0,0
AA00281,1,7,70,10,7,0,0,0,0,0,0,0,0,0,0,3783.63,629931.02,3236.31,209898.07,10246.02,0,0,3783.63,629931.02,3236.31,209898.07,3415.34,0
AA00282,2.2,5,120,24,1,1,3,0,0,0,0,0,0,0,1040058.59,0,1887465.72,0,0,0,55214.43,520029.295,0,1887465.72,0,0,0,27607.215
AA00283,1,5,70,14,3,2,0,0,0,0,0,0,0,0,260041.98,0,0,6457.31,419888.95,0,0,260041.98,0,0,3228.655,209944.475,0,0
AA00284,1,9,120,13.33333333,6,3,0,0,0,0,0,0,0,0,260042.25,0,629241.98,6470.69,419870.5,3487.59,27064.61,260042.25,0,629241.98,3235.345,209935.25,3487.59,13532.305
AA00285,1,7,100,14.28571429,4,3,0,0,0,0,0,0,0,0,780078.84,3959.07,629842.09,0,209721.46,3340.9,0,260026.28,3959.07,629842.09,0,209721.46,3340.9,0
AA00286,1.5,4,80,20,1,2,1,0,0,0,0,0,0,0,0,0,1888164.74,3245.59,0,3419.37,13356.21,0,0,1888164.74,3245.59,0,3419.37,13356.21
AA00287,1,10,150,15,5,5,0,0,0,0,0,0,0,0,260013.02,3360.1,0,6510.04,419849.42,3355.23,40900.24,260013.02,3360.1,0,3255.02,209924.71,3355.23,13633.41333
AA00288,2.2,5,110,22,2,0,3,0,0,0,0,0,0,0,0,3490.01,1888011.42,9960.54,0,13651.36,0,0,3490.01,1888011.42,9960.54,0,6825.68,0
AA00289,1.571428571,7,130,18.57142857,3,2,2,0,0,0,0,0,0,0,1300162.99,4118.84,0,0,209937.87,0,54471.93,433387.6633,4118.84,0,0,209937.87,0,27235.965
AA00290,1.285714286,7,120,17.14285714,3,3,1,0,0,0,0,0,0,0,260024.58,0,1889463.39,3332.03,419872.8,3479.09,13383.63,260024.58,0,1889463.39,3332.03,209936.4,3479.09,13383.63
AA00291,2.111111111,9,200,22.22222222,3,1,5,0,0,0,0,0,0,0,780000.14,13743.94,629205.72,3198.32,0,20566.02,55658.88,780000.14,6871.97,629205.72,3198.32,0,10283.01,27829.44
AA00292,1.285714286,7,100,14.28571429,5,1,1,0,0,0,0,0,0,0,0,3439.05,1259674.72,3254.08,0,0,67222.56,0,3439.05,629837.36,3254.08,0,0,22407.52
AA00293,1.285714286,7,120,17.14285714,3,3,1,0,0,0,0,0,0,0,0,7814.57,629714.6,12705.55,209877.8,0,13944.06,0,3907.285,629714.6,6352.775,209877.8,0,13944.06
AA00294,2,8,190,23.75,1,3,4,0,0,0,0,0,0,0,780051.24,8148.09,0,0,629298.94,17048.45,40815.39,780051.24,4074.045,0,0,629298.94,5682.816667,40815.39
AA00295,1.666666667,3,70,23.33333333,0,2,1,0,0,0,0,0,0,0,0,0,629516.42,0,0,3433.84,40299.22,0,0,629516.42,0,0,3433.84,40299.22
AA00296,1.222222222,9,120,13.33333333,7,1,1,0,0,0,0,0,0,0,0,0,1889902.12,6327.1,419620.63,10151.2,13339.4,0,0,1889902.12,3163.55,209810.315,3383.733333,13339.4
AA00297,1.181818182,11,170,15.45454545,6,4,1,0,0,0,0,0,0,0,260026.14,0,2517904.45,3279.09,629524.35,3424.8,41288.34,260026.14,0,1258952.225,3279.09,209841.45,3424.8,13762.78
AA00298,1,7,120,17.14285714,2,5,0,0,0,0,0,0,0,0,520061.74,3985.29,1258621.62,0,209719.8,3454.17,0,260030.87,3985.29,629310.81,0,209719.8,3454.17,0
AA00299,1.222222222,9,150,16.66666667,4,4,1,0,0,0,0,0,0,0,0,12069.31,1889886.43,3215.07,629466.13,0,13700.02,0,4023.103333,1889886.43,3215.07,209822.0433,0,13700.02
AA00300,1,4,50,12.5,3,1,0,0,0,0,0,0,0,0,1040062.92,0,0,0,0,0,0,260015.73,0,0,0,0,0,0
AA00301,1.285714286,7,130,18.57142857,2,4,1,0,0,0,0,0,0,0,0,0,1259517.2,0,0,0,95285.41,0,0,629758.6,0,0,0,19057.082
AA00302,1.4,5,70,14,4,0,1,0,0,0,0,0,0,0,520076.09,3413.33,629162.7,9915.53,0,0,0,260038.045,3413.33,629162.7,9915.53,0,0,0
AA00303,1.5,4,80,20,1,2,1,0,0,0,0,0,0,0,0,4054.69,0,9720.06,0,0,27260.12,0,4054.69,0,9720.06,0,0,13630.06
AA00304,1.75,8,150,18.75,4,1,3,0,0,0,0,0,0,0,1040048.41,0,629982.88,0,209918.58,23925.91,13653.48,520024.205,0,629982.88,0,209918.58,7975.303333,13653.48
